Source.Name;joueur;Position;Club;Numéro;Âge;Taille;Valeur de transfert
ouzbekistan.csv;;MC, MD, MO, AD;Al Bataeh;19;28;178 cm;
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Azizjon Ganiev;;;;;;
ouzbekistan.csv;;MC;Dinamo Samarkand;20;28;183 cm;750 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Azizbek Amonov;;;;;;
ouzbekistan.csv;;MO, MC;Baniyas;6;26;180 cm;1,5 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Akmal Mozgovoy;;;;;;
ouzbekistan.csv;;MO, MG;Persepolis;11;25;190 cm;1,5 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Oston Urunov;;;;;;
ouzbekistan.csv;;MO, ATT, AG;Başakşehir;14;30;190 cm;5,6 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Eldor Shomurodov;;;;;;
ouzbekistan.csv;;AD;Pakhtakor Tashkent;17;29;178 cm;650 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Dostonbek Khamdamov;;;;;;
ouzbekistan.csv;;AD;Buxoro;23;23;190 cm;142,2 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Sherzod Esanov;;;;;;
ouzbekistan.csv;;AD, MO, AG;Başakşehir;22;22;167 cm;9,3 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Abbosbek Fayzullayev;;;;;;
ouzbekistan.csv;;AG;Esteghlal;10;32;172 cm;763 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Jaloliddin Masharipov;;;;;;
ouzbekistan.csv;;ATT;Neftchi Fargona;8;32;168 cm;950 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Jamshid Iskandarov;;;;;;
ouzbekistan.csv;;ATT;Persepolis;21;33;190 cm;828,9 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Igor Sergeev;;;;;;
panama.csv;;Entraineur;Espagne;;53;;
panama.csv;;;;;;;
panama.csv;Thomas Christiansen;;;;;;
panama.csv;;GA;Nacional;1;35;190 cm;300 k €
panama.csv;;;;;;;
panama.csv;Luis MejíaBlessure musculaire - Fin juin 2026;;;;;;
panama.csv;;GA;CD Marathon;12;32;189 cm;250 k €
panama.csv;;;;;;;
panama.csv;César Samudio;;;;;;
panama.csv;;GA;Al-Fayha;22;31;191 cm;289,4 k €
panama.csv;;;;;;;
panama.csv;Orlando Mosquera;;;;;;
panama.csv;;DD, DLD, MD;Slovan Bratislava;2;28;174 cm;1,6 M €
panama.csv;;;;;;;
panama.csv;César Blackman;;;;;;
panama.csv;;DD, DLD, DG, DC;Beşiktaş;23;30;183 cm;8,4 M €
panama.csv;;;;;;;
panama.csv;Amir Murillo;;;;;;
panama.csv;;DC;Norwich City;3;25;187 cm;4,1 M €
panama.csv;;;;;;;
panama.csv;José Córdoba;;;;;;
panama.csv;;DC, MC, DD, DG, MD, MD;Deportivo Saprissa;4;31;181 cm;240 k €
panama.csv;;;;;;;
panama.csv;Fidel Escobar;;;;;;
panama.csv;;DC;Nizhny Novgorod;5;24;194 cm;950 k €
panama.csv;;;;;;;
panama.csv;Edgardo Fariña;;;;;;
panama.csv;;DC;Academia Puerto Cabello;13;29;175 cm;400 k €
panama.csv;;;;;;;
panama.csv;Jiovany Ramos;;;;;;
panama.csv;;DC, MD, MC;Minnesota United;14;26;185 cm;381,9 k €
panama.csv;;;;;;;
panama.csv;Carlos Harvey;;;;;;
panama.csv;;DC;LASK;16;27;187 cm;1,4 M €
panama.csv;;;;;;;
panama.csv;Andrés Andrade;;;;;;
panama.csv;;DC;Turan Tovuz;25;34;189 cm;153,6 k €
panama.csv;;;;;;;
panama.csv;Roderick Miller;;;;;;
panama.csv;;DG, DLG;Deportivo La Guaira;26;27;171 cm;800 k €
panama.csv;;;;;;;
panama.csv;Jorge Gutiérrez;;;;;;
panama.csv;;DLG;CD Plaza Amador;15;35;180 cm;
panama.csv;;;;;;;
panama.csv;Éric Davis;;;;;;
panama.csv;;MD, MO, MC;Hapoel Ironi Kiryat Shmona;6;29;170 cm;648,6 k €
panama.csv;;;;;;;
panama.csv;Cristian Martínez;;;;;;
panama.csv;;MC, MD, MO, AD, ATT;Pumas;8;27;170 cm;2,6 M €
panama.csv;;;;;;;
panama.csv;Adalberto Carrasquilla;;;;;;
panama.csv;;MC, MD, AD, AG, MD, MG;Mazatlan FC;11;32;175 cm;522 k €
panama.csv;;;;;;;
panama.csv;Yoel Bárcenas;;;;;;
panama.csv;;MC, MD;San Diego FC;20;36;183 cm;76,1 k €
panama.csv;;;;;;;
panama.csv;Aníbal GodoyBlessure mineure - Mi juin 2026;;;;;;
panama.csv;;MC, MO, MD;Cobresal;21;30;170 cm;189,1 k €
panama.csv;;;;;;;
panama.csv;César Yanis;;;;;;
panama.csv;;AD;CD Plaza Amador;19;38;165 cm;250 k €
panama.csv;;;;;;;
panama.csv;Alberto Quintero;;;;;;
panama.csv;;AD, MO;Universidad Catolica;24;24;185 cm;868,2 k €
panama.csv;;;;;;;
panama.csv;Azarías Londoño;;;;;;
panama.csv;;AG, MG, AD, DLG, MD;FC Juarez;7;27;180 cm;2,1 M €
panama.csv;;;;;;;
panama.csv;José Luis Rodriguez;;;;;;
panama.csv;;AG, MO, ATT, MG, AD;Leon;10;29;181 cm;1,6 M €
panama.csv;;;;;;;
panama.csv;Ismael Díaz;;;;;;
panama.csv;;ATT, MG, MC;Deportivo Saprissa;9;27;178 cm;1 M €
panama.csv;;;;;;;
panama.csv;Tomás Rodríguez;;;;;;
panama.csv;;ATT;Universidad Catolica;17;32;180 cm;273,3 k €
panama.csv;;;;;;;
panama.csv;José Fajardo;;;;;;
panama.csv;;ATT;Universidad de Concepcion;18;35;180 cm;255,1 k €
panama.csv;;;;;;;
panama.csv;Cecilio Waterman;;;;;;
paraguay.csv;;Entraineur;Argentine;;63;;
paraguay.csv;;;;;;;
paraguay.csv;Gustavo Alfaro;;;;;;
paraguay.csv;;GA;Cerro Porteno;1;38;191 cm;300 k €
paraguay.csv;;;;;;;
paraguay.csv;Roberto Fernández;;;;;;
paraguay.csv;;GA;San Lorenzo;12;25;198 cm;5,1 M €
paraguay.csv;;;;;;;
paraguay.csv;Orlando Gill;;;;;;
paraguay.csv;;GA;Olimpia;22;33;191 cm;1,3 M €
paraguay.csv;;;;;;;
paraguay.csv;Gastón Olveira;;;;;;
paraguay.csv;;DD, MD, DLD;Dinamo Moscow;4;26;173 cm;3,8 M €
paraguay.csv;;;;;;;
paraguay.csv;Juan Cáceres;;;;;;
paraguay.csv;;DC, DD;Cerro Porteno;2;35;179 cm;650 k €
paraguay.csv;;;;;;;
paraguay.csv;Gustavo Velázquez;;;;;;
paraguay.csv;;DC;Sunderland;3;29;188 cm;18 M €
paraguay.csv;;;;;;;
paraguay.csv;Omar Alderete;;;;;;
paraguay.csv;;DC;Gremio;5;34;190 cm;904,6 k €
paraguay.csv;;;;;;;
paraguay.csv;Fabián BalbuenaBlessure à la cuisse - Quelques semaines;;;;;;
paraguay.csv;;DC, DG;Atletico MG;6;33;185 cm;1,4 M €
paraguay.csv;;;;;;;
paraguay.csv;Júnior Alonso;;;;;;
paraguay.csv;;DC;Lanus;13;29;187 cm;1,1 M €
paraguay.csv;;;;;;;
paraguay.csv;José Canale;;;;;;
paraguay.csv;;DC;Palmeiras;15;33;186 cm;2,6 M €
paraguay.csv;;;;;;;
paraguay.csv;Gustavo Gómez;;;;;;
paraguay.csv;;DG;Talleres;26;20;178 cm;1,2 M €
paraguay.csv;;;;;;;
paraguay.csv;Alexandro Maidana;;;;;;
paraguay.csv;;MD, MC;Vancouver Whitecaps;14;30;169 cm;2,1 M €
paraguay.csv;;;;;;;
paraguay.csv;Andrés Cubas;;;;;;
paraguay.csv;;MD, MC, MO;Sao Paulo;16;24;181 cm;5,8 M €
paraguay.csv;;;;;;;
paraguay.csv;Damián BobadillaBlessure au genou - Mi juin 2026;;;;;;
paraguay.csv;;MC, ATT, MD, AD;Al-Ain;17;31;165 cm;5,5 M €
paraguay.csv;;;;;;;
paraguay.csv;Alejandro Romero;;;;;;
paraguay.csv;;MC, MD;Orlando City;20;25;173 cm;2,3 M €
paraguay.csv;;;;;;;
paraguay.csv;Braian Ojeda;;;;;;
paraguay.csv;;MC, AG, MO, MD;Atlanta United;23;24;175 cm;2,5 M €
paraguay.csv;;;;;;;
paraguay.csv;Matías Galarza;;;;;;
paraguay.csv;;MO, AD, MC, MG, AG, ATT;Palmeiras;11;24;174 cm;15,5 M €
paraguay.csv;;;;;;;
paraguay.csv;Mauricio;;;;;;
paraguay.csv;;MO, ATT;Strasbourg;19;22;173 cm;25,5 M €
paraguay.csv;;;;;;;
paraguay.csv;Julio Enciso;;;;;;
paraguay.csv;;AD, MO, AG, MC, MD;Brighton & Hove Albion;8;23;183 cm;3,4 M €
paraguay.csv;;;;;;;
paraguay.csv;Diego Gómez;;;;;;
paraguay.csv;;AD, AG;Portsmouth;24;24;186 cm;1,1 M €
paraguay.csv;;;;;;;
paraguay.csv;Gustavo Caballero;;;;;;
paraguay.csv;;AG, ATT, AD, MO, MD, MG;Palmeiras;7;26;179 cm;11,2 M €
paraguay.csv;;;;;;;
paraguay.csv;Ramón Sosa;;;;;;
paraguay.csv;;AG, AD, MG, ATT, MD, MC;Atlanta United;10;32;174 cm;18,1 M €
paraguay.csv;;;;;;;
paraguay.csv;Miguel Almirón;;;;;;
paraguay.csv;;ATT;Cremonese;9;30;180 cm;2,2 M €
paraguay.csv;;;;;;;
paraguay.csv;Antonio Sanabria;;;;;;
paraguay.csv;;ATT;Independiente Rivadavia;18;30;187 cm;2,2 M €
paraguay.csv;;;;;;;
paraguay.csv;Álex Arce;;;;;;
paraguay.csv;;ATT;Independiente;21;35;185 cm;850 k €
paraguay.csv;;;;;;;
paraguay.csv;Gabriel Ávalos;;;;;;
paraguay.csv;;ATT;Red Bull Bragantino;25;26;183 cm;9,1 M €
paraguay.csv;;;;;;;
paraguay.csv;Isidro Pitta;;;;;;
pays_bas.csv;;Entraineur;Pays-Bas;;63;;
pays_bas.csv;;;;;;;
pays_bas.csv;Ronald Koeman;;;;;;
pays_bas.csv;;GA;Brighton & Hove Albion;1;23;193 cm;53,6 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Bart Verbruggen;;;;;;
pays_bas.csv;;GA;Sunderland;13;23;193 cm;24,9 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Robin Roefs;;;;;;
pays_bas.csv;;GA;Bayer Leverkusen;23;32;189 cm;6,8 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Mark Flekken;;;;;;
pays_bas.csv;;DD, DC, DG;Arsenal;2;24;179 cm;79 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Jurriën Timber;;;;;;
pays_bas.csv;;DD;Brighton & Hove Albion;12;26;188 cm;19,5 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Mats Wieffer;;;;;;
pays_bas.csv;;DC;Liverpool;4;34;193 cm;7,8 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Virgil van Dijk;;;;;;
pays_bas.csv;;DC, DG;Manchester City;5;31;180 cm;14,9 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Nathan Aké;;;;;;
pays_bas.csv;;DC;Brighton & Hove Albion;6;25;189 cm;44,3 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Jan Paul van Hecke;;;;;;
pays_bas.csv;;DC, DG;Tottenham Hotspur;15;25;193 cm;73,5 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Micky van de Ven;;;;;;
pays_bas.csv;;DC, DG;Chelsea;25;20;182 cm;55,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Jorrel Hato;;;;;;
pays_bas.csv;;DC, MD, MC, MO;Juventus;20;28;186 cm;26 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Teun Koopmeiners;;;;;;
pays_bas.csv;;MD, MC, DC;Atalanta;3;35;185 cm;2,3 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Marten de Roon;;;;;;
pays_bas.csv;;MD, MC, DC;Liverpool;8;24;190 cm;103,8 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Ryan Gravenberch;;;;;;
pays_bas.csv;;MD, MC;Barcelona;21;29;181 cm;42,8 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Frenkie de Jong;;;;;;
pays_bas.csv;;MD, MO, MC;Marseille;26;24;179 cm;25,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Quinten Timber;;;;;;
pays_bas.csv;;MD, DD;Inter;22;30;189 cm;22,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Denzel Dumfries;;;;;;
pays_bas.csv;;MO;AFC Bournemouth;7;27;175 cm;37,3 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Justin Kluivert;;;;;;
pays_bas.csv;;MO, MC, MD;Manchester City;14;27;185 cm;61,9 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Tijjani Reijnders;;;;;;
pays_bas.csv;;AG, ATT, MG;Liverpool;11;27;193 cm;69,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Cody Gakpo;;;;;;
pays_bas.csv;;AG, MO;Galatasaray;17;26;170 cm;22,4 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Noa Lang;;;;;;
pays_bas.csv;;AG, MG, ATT, MO, AD;West Ham United;24;24;174 cm;31 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Crysencio Summerville;;;;;;
pays_bas.csv;;ATT;Ajax;9;33;197 cm;1,6 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Wout Weghorst;;;;;;
pays_bas.csv;;ATT;Corinthians;10;32;176 cm;4,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Memphis Depay;;;;;;
pays_bas.csv;;ATT, MO, MC;PSV Eindhoven;16;28;183 cm;15,2 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Guus Til;;;;;;
pays_bas.csv;;ATT, AD;Roma;18;27;179 cm;19,1 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Donyell Malen;;;;;;
pays_bas.csv;;ATT;Sunderland;19;24;180 cm;27,7 M €
pays_bas.csv;;;;;;;
pays_bas.csv;Brian Brobbey;;;;;;
portugal.csv;;Entraineur;Espagne;;52;;
portugal.csv;;;;;;;
portugal.csv;Roberto Martínez;;;;;;
portugal.csv;;GA;FC Porto;1;26;186 cm;41,3 M €
portugal.csv;;;;;;;
portugal.csv;Diogo Costa;;;;;;
portugal.csv;;GA;Wolverhampton Wanderers;12;33;192 cm;5,7 M €
portugal.csv;;;;;;;
portugal.csv;José Sá;;;;;;
portugal.csv;;GA;Sporting CP;22;32;189 cm;8,9 M €
portugal.csv;;;;;;;
portugal.csv;Rui Silva;;;;;;
portugal.csv;;DD, DLD, AD, DG;Fenerbahçe;2;32;180 cm;4,1 M €
portugal.csv;;;;;;;
portugal.csv;Nélson Semedo;;;;;;
portugal.csv;;DD, DLG, DLD;Manchester United;5;27;183 cm;37,6 M €
portugal.csv;;;;;;;
portugal.csv;Diogo Dalot;;;;;;
portugal.csv;;DD;Manchester City;6;27;183 cm;52,5 M €
portugal.csv;;;;;;;
portugal.csv;Matheus Nunes;;;;;;
portugal.csv;;DC;Manchester City;3;29;187 cm;51,9 M €
portugal.csv;;;;;;;
portugal.csv;Rúben Dias;;;;;;
portugal.csv;;DC, DD;Benfica;4;24;187 cm;33,2 M €
portugal.csv;;;;;;;
portugal.csv;Tomás Araújo;;;;;;
portugal.csv;;DC;Villarreal;13;22;190 cm;27,4 M €
portugal.csv;;;;;;;
portugal.csv;Renato Veiga;;;;;;
portugal.csv;;DC;Sporting CP;14;24;186 cm;41,5 M €
portugal.csv;;;;;;;
portugal.csv;Gonçalo Inácio;;;;;;
portugal.csv;;DG, DD;Barcelona;20;32;182 cm;8 M €
portugal.csv;;;;;;;
portugal.csv;João Cancelo;;;;;;
portugal.csv;;DG;Paris Saint-Germain;25;23;184 cm;74,1 M €
portugal.csv;;;;;;;
portugal.csv;Nuno Mendes;;;;;;
portugal.csv;;MD, MC, DC;Al Hilal;21;29;180 cm;18,7 M €
portugal.csv;;;;;;;
portugal.csv;Rúben Neves;;;;;;
portugal.csv;;MD, MC;Mallorca;24;25;183 cm;16,7 M €
portugal.csv;;;;;;;
portugal.csv;Samú;;;;;;
portugal.csv;;MC;Paris Saint-Germain;15;21;174 cm;83,2 M €
portugal.csv;;;;;;;
portugal.csv;João Neves;;;;;;
portugal.csv;;MC, MD;Paris Saint-Germain;23;26;172 cm;115,3 M €
portugal.csv;;;;;;;
portugal.csv;Vitinha;;;;;;
portugal.csv;;MO, MD;Manchester United;8;31;179 cm;41,4 M €
portugal.csv;;;;;;;
portugal.csv;Bruno Fernandes;;;;;;
portugal.csv;;MO, MD, AD, MC;Manchester City;10;31;173 cm;22 M €
portugal.csv;;;;;;;
portugal.csv;Bernardo Silva;;;;;;
portugal.csv;;MO, AD, AG;Sporting CP;16;26;183 cm;40 M €
portugal.csv;;;;;;;
portugal.csv;Trincão;;;;;;
portugal.csv;;MO, AD;Juventus;26;23;170 cm;33,8 M €
portugal.csv;;;;;;;
portugal.csv;Francisco Conceição;;;;;;
portugal.csv;;MO, ATT, AG;Al Nassr FC;11;26;181 cm;18,6 M €
portugal.csv;;;;;;;
portugal.csv;Joao Félix;;;;;;
portugal.csv;;AD, AG, MO;Chelsea;18;26;172 cm;63,8 M €
portugal.csv;;;;;;;
portugal.csv;Pedro Neto;;;;;;
portugal.csv;;AG, AD, MD, MG, ATT;Real Sociedad;19;29;179 cm;6,2 M €
portugal.csv;;;;;;;
portugal.csv;Gonçalo Guedes;;;;;;
portugal.csv;;ATT;Al Nassr FC;7;41;187 cm;10,4 M €
portugal.csv;;;;;;;
portugal.csv;Cristiano Ronaldo;;;;;;
portugal.csv;;ATT;Paris Saint-Germain;9;24;185 cm;39,3 M €
portugal.csv;;;;;;;
portugal.csv;Gonçalo Ramos;;;;;;
portugal.csv;;ATT;Milan;17;26;188 cm;66,5 M €
portugal.csv;;;;;;;
portugal.csv;Rafael Leão;;;;;;
qatar.csv;;Entraineur;Espagne;;59;185 cm;
qatar.csv;;;;;;;
qatar.csv;Julen Lopetegui;;;;;;
qatar.csv;;GA;Al-Rayyan;1;26;191 cm;404 k €
qatar.csv;;;;;;;
qatar.csv;Mahmoud Abunada;;;;;;
qatar.csv;;GA;Al-Duhail SC;1;27;189 cm;259,1 k €
qatar.csv;;;;;;;
qatar.csv;Salah Zakaria;;;;;;
qatar.csv;;GA;Al-Sadd;22;28;180 cm;650,9 k €
qatar.csv;;;;;;;
qatar.csv;Meshaal Barsham;;;;;;
qatar.csv;;DD, DC, MD, MC, DLD;Al-Gharafa;13;21;187 cm;90 k €
qatar.csv;;;;;;;
qatar.csv;Ayoub Al Oui;;;;;;
qatar.csv;;DC, DD;Al-Sadd;2;35;182 cm;550 k €
qatar.csv;;;;;;;
qatar.csv;Pedro Miguel;;;;;;
qatar.csv;;DC;Al-Arabi;4;22;184 cm;342,9 k €
qatar.csv;;;;;;;
qatar.csv;Al Hashmi Al Hussain;;;;;;
qatar.csv;;DC;Al-Arabi;4;28;188 cm;328,3 k €
qatar.csv;;;;;;;
qatar.csv;Issa Laye;;;;;;
qatar.csv;;DC;Al-Wakrah;12;35;184 cm;314,1 k €
qatar.csv;;;;;;;
qatar.csv;Lucas Mendes;;;;;;
qatar.csv;;DC;Al-Sadd;16;35;180 cm;384,8 k €
qatar.csv;;;;;;;
qatar.csv;Boualem Khoukhi;;;;;;
qatar.csv;;DG, AG, MG, DLG;Cultural Leonesa;14;26;188 cm;297,2 k €
qatar.csv;;;;;;;
qatar.csv;Homam El Amin;;;;;;
qatar.csv;;DG;Al-Duhail SC;18;30;175 cm;254,1 k €
qatar.csv;;;;;;;
qatar.csv;Sultan Al Brake;;;;;;
qatar.csv;;MD, MC;Al-Arabi;6;33;171 cm;208,8 k €
qatar.csv;;;;;;;
qatar.csv;Ahmed Fathy;;;;;;
qatar.csv;;MD, DD;Al-Rayyan;8;24;181 cm;540,6 k €
qatar.csv;;;;;;;
qatar.csv;Jassem Gaber;;;;;;
qatar.csv;;MD, MC;Al-Duhail SC;12;35;190 cm;197,3 k €
qatar.csv;;;;;;;
qatar.csv;Karim Boudiaf;;;;;;
qatar.csv;;MD, MC;Al-Wakrah;23;29;168 cm;192,9 k €
qatar.csv;;;;;;;
qatar.csv;Assim Madibo;;;;;;
qatar.csv;;MO, MD, MC;Al-Rayyan;6;35;183 cm;175,2 k €
qatar.csv;;;;;;;
qatar.csv;Abdulaziz Hatem;;;;;;
qatar.csv;;MO, MD, ATT;Al-Shamal;26;23;189 cm;
qatar.csv;;;;;;;
qatar.csv;Mohammad Al Mannai;;;;;;
qatar.csv;;AD, AG, MD;Al-Duhail SC;8;31;181 cm;1 M €
qatar.csv;;;;;;;
qatar.csv;Edmílson Junior;;;;;;
qatar.csv;;AD;Al-Sadd;10;35;174 cm;206,8 k €
qatar.csv;;;;;;;
qatar.csv;Hassan Al Haydos;;;;;;
qatar.csv;;AD, ATT;Al-Wakrah;11;26;175 cm;277,5 k €
qatar.csv;;;;;;;
qatar.csv;Yusuf Abdurisag;;;;;;
qatar.csv;;AD, MO;Al-Gharafa;17;25;178 cm;354,9 k €
qatar.csv;;;;;;;
qatar.csv;Ahmed Al Ganehi;;;;;;
qatar.csv;;AD;Al-Duhail SC;24;19;177 cm;230 k €
qatar.csv;;;;;;;
qatar.csv;Tahsin Mohammed;;;;;;
qatar.csv;;AG, ATT, MG;Al-Sadd;10;29;177 cm;4 M €
qatar.csv;;;;;;;
qatar.csv;Akram Afif;;;;;;
qatar.csv;;ATT;Al-Rayyan;7;33;177 cm;750 k €
qatar.csv;;;;;;;
qatar.csv;Ahmed Alaa;;;;;;
qatar.csv;;ATT;Al-Gharafa;9;32;194 cm;221,9 k €
qatar.csv;;;;;;;
qatar.csv;Mohammed Muntari;;;;;;
qatar.csv;;ATT;Al-Duhail SC;19;29;180 cm;1,4 M €
qatar.csv;;;;;;;
qatar.csv;Almoez Ali;;;;;;
rdc.csv;;Entraineur;France;;49;;
rdc.csv;;;;;;;
rdc.csv;Sébastien Desabre;;;;;;
rdc.csv;;GA;Le Havre;1;31;182 cm;449,8 k €
rdc.csv;;;;;;;
rdc.csv;Lionel Mpasi-Nzau;;;;;;
rdc.csv;;GA;FC Noah;16;26;192 cm;553 k €
rdc.csv;;;;;;;
rdc.csv;Timothy Fayulu;;;;;;
rdc.csv;;GA;Standard Liege;21;21;183 cm;6,7 M €
rdc.csv;;;;;;;
rdc.csv;Matthieu Epolo;;;;;;
rdc.csv;;DD, DLD, MD;West Ham United;2;28;183 cm;24,7 M €
rdc.csv;;;;;;;
rdc.csv;Aaron Wan-Bissaka;;;;;;
rdc.csv;;DD, MD;Aris Limassol;24;28;176 cm;867,3 k €
rdc.csv;;;;;;;
rdc.csv;Gédéon Kalulu;;;;;;
rdc.csv;;DC, DG;Widzew Łódź;3;28;196 cm;1,6 M €
rdc.csv;;;;;;;
rdc.csv;Steve Kapuadi;;;;;;
rdc.csv;;DC;Burnley;4;28;183 cm;3,5 M €
rdc.csv;;;;;;;
rdc.csv;Axel Tuanzebe;;;;;;
rdc.csv;;DC;AE Larissa;5;30;185 cm;217,1 k €
rdc.csv;;;;;;;
rdc.csv;Dylan Batubinsika;;;;;;
rdc.csv;;DC;Lille;22;31;182 cm;1,5 M €
rdc.csv;;;;;;;
rdc.csv;Chancel Mbemba;;;;;;
rdc.csv;;DG, DC;Genk;12;31;180 cm;1,6 M €
rdc.csv;;;;;;;
rdc.csv;Joris Kayembe Ditu;;;;;;
rdc.csv;;DG, DC;Lens;26;32;179 cm;1,7 M €
rdc.csv;;;;;;;
rdc.csv;Arthur Masuaku;;;;;;
rdc.csv;;MD, MC;Atromitos;8;29;176 cm;712,3 k €
rdc.csv;;;;;;;
rdc.csv;Samuel Moutoussamy;;;;;;
rdc.csv;;MD, MC;Kilmarnock;15;31;190 cm;72 k €
rdc.csv;;;;;;;
rdc.csv;Aaron Tshibola;;;;;;
rdc.csv;;MC, MD, MO;Sunderland;14;21;173 cm;31,2 M €
rdc.csv;;;;;;;
rdc.csv;Noah Sadiki;;;;;;
rdc.csv;;MC, MD, MO;Espanyol;18;29;187 cm;1,3 M €
rdc.csv;;;;;;;
rdc.csv;Charles Pickel;;;;;;
rdc.csv;;MC, ATT, MO, MD;Watford;25;28;183 cm;2 M €
rdc.csv;;;;;;;
rdc.csv;Edo Kayembe;;;;;;
rdc.csv;;AD, MC, MD, MO;Lille;6;21;188 cm;16 M €
rdc.csv;;;;;;;
rdc.csv;Ngal Ayel Mukau;;;;;;
rdc.csv;;AD;Spartak Moscow;10;30;177 cm;2,1 M €
rdc.csv;;;;;;;
rdc.csv;Théo Bongonda;;;;;;
rdc.csv;;AD, MO, AG;Alanyaspor;13;28;173 cm;1,2 M €
rdc.csv;;;;;;;
rdc.csv;Meschack Elia;;;;;;
rdc.csv;;AG, MG, MD, MC;Castellon;9;28;169 cm;447,5 k €
rdc.csv;;;;;;;
rdc.csv;Brian Cipenga;;;;;;
rdc.csv;;AG, MO, AD, MD, MC;Montpellier;7;24;170 cm;1,4 M €
rdc.csv;;;;;;;
rdc.csv;Nathanaël Mbuku;;;;;;
rdc.csv;;ATT, MO, AD;AE Larissa;11;34;173 cm;464,3 k €
rdc.csv;;;;;;;
rdc.csv;Gaël Kakuta;;;;;;
rdc.csv;;ATT;Real Betis;17;35;183 cm;1,1 M €
rdc.csv;;;;;;;
rdc.csv;Cédric Bakambu;;;;;;
rdc.csv;;ATT;Pyramids FC;19;31;185 cm;1 M €
rdc.csv;;;;;;;
rdc.csv;Fiston Mayele;;;;;;
rdc.csv;;ATT, AG, MO;Newcastle United;20;29;176 cm;27,6 M €
rdc.csv;;;;;;;
rdc.csv;Yoane Wissa;;;;;;
rdc.csv;;ATT;Al-Jazira;23;29;189 cm;11,8 M €
rdc.csv;;;;;;;
rdc.csv;Simon Banza;;;;;;
senegal.csv;;Entraineur;Sénégal;;45;187 cm;
senegal.csv;;;;;;;
senegal.csv;Pape Thiaw;;;;;;
senegal.csv;;GA;Nice;1;26;190 cm;8,4 M €
senegal.csv;;;;;;;
senegal.csv;Yehvann Diouf;;;;;;
senegal.csv;;GA;Al Ahli;16;34;197 cm;2,2 M €
senegal.csv;;;;;;;
senegal.csv;Édouard Mendy;;;;;;
senegal.csv;;GA;Le Havre;23;32;197 cm;1,2 M €
senegal.csv;;;;;;;
senegal.csv;Mory Diaw;;;;;;
senegal.csv;;DD, DLD, MO;Monaco;15;27;173 cm;3,5 M €
senegal.csv;;;;;;;
senegal.csv;Krépin Diatta;;;;;;
senegal.csv;;DC;Chelsea;2;20;194 cm;32,4 M €
senegal.csv;;;;;;;
senegal.csv;Mamadou Sarr;;;;;;
senegal.csv;;DC;Al Hilal;3;34;186 cm;3,4 M €
senegal.csv;;;;;;;
senegal.csv;Kalidou Koulibaly;;;;;;
senegal.csv;;DC;Maccabi Haifa;4;34;192 cm;204,9 k €
senegal.csv;;;;;;;
senegal.csv;Abdoulaye Seck;;;;;;
senegal.csv;;DC;Lyon;19;30;180 cm;17,8 M €
senegal.csv;;;;;;;
senegal.csv;Moussa Niakhaté;;;;;;
senegal.csv;;DC, DD;Nice;24;22;187 cm;9,1 M €
senegal.csv;;;;;;;
senegal.csv;Antoine Mendy;;;;;;
senegal.csv;;DG;Galatasaray;14;26;184 cm;7,5 M €
senegal.csv;;;;;;;
senegal.csv;Ismail Jakobs;;;;;;
senegal.csv;;DG, DLG, AG, MG;West Ham United;25;21;183 cm;42,2 M €
